sep=,
From: 2022-01-01,Store: googleplay,Cid: 260418,To: 2025-05-09,Ext_id: co.uk.getmondo
Submission date,AppID,AppName,Country,Review Language,Version,Author,Rating,Title,Review,Translated title,Translated review,Reply Date,Reply Delta,Developer Reply,User,Tags,Categories,Updated,Semantic Tags,Semantic Categories,Semantic Sentiment,Notes,Likes,Dislikes,Link,Permalink,AF Link,Device Name,VersionCode,OS
2025-05-08T16:47:49+00:00,co.uk.getmondo,,,en,,sie sek,5,,very good and easy to use,,,,,,,,,2025-05-09T20:07:47,,,Positive,,,,,https://appfollow.io/gp/7439/review/6147489627?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6147489627,,,
2025-05-08T15:49:01+00:00,co.uk.getmondo,,,en,,Claire Brossard,5,,"Great product. Easy to set up, sleek interface, ability to get kids cards, great colours that pop in your bag/wallet so you don't have to look for it.",,,,,,,,,2025-05-09T19:08:02,,,Positive,,,,,https://appfollow.io/gp/7439/review/6147477429?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6147477429,,,
2025-05-08T15:33:12+00:00,co.uk.getmondo,,,en,,Neil Crain,5,,Great service 👏,,,,,,,,,2025-05-09T19:08:02,,,Positive,,,,,https://appfollow.io/gp/7439/review/6147477430?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6147477430,,,
2025-05-08T15:30:42+00:00,co.uk.getmondo,,,en,,Bevany Swanson,5,,simply the best bank account I have ever had!,,,,,,,,,2025-05-09T19:08:02,,,Positive,,,,,https://appfollow.io/gp/7439/review/6147477431?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6147477431,,,
2025-05-08T15:18:03+00:00,co.uk.getmondo,,,en,,david shelton,1,,l don't know what is going on with this issue. As I have never had any accounts with Monzo So I don't understand why I am still receiving messages from you My name is Mr Colin shackleton and I don't have any account with Monzo. ok. my real name is Mr Colin Shackleton and the fact is that the name on the email is Mr david shelton and that is my sudo name but I don't know why it is but I have never had any account with Monzo and I don't know what is going on with Monzo and it seems a third party .,,,,,,,,,2025-05-09T19:08:02,,,Negative,,,,,https://appfollow.io/gp/7439/review/6146269050?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6146269050,,,
2025-05-08T15:14:01+00:00,co.uk.getmondo,,,en,,Yomi Kehinde,5,,the best banking app and bank in the UK. made to make the customers happy. best ever love you MONZO,,,,,,,,,2025-05-09T19:08:02,,,Positive,,,,,https://appfollow.io/gp/7439/review/6147477432?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6147477432,,,
2025-05-08T12:07:36+00:00,co.uk.getmondo,,,en,,De'Voy Edwards,5,,"I was hesitant to use Monzo as my primary payment app at first, but after using it I've realized it's pretty much the best one out there that I can think of, better than Cash App, definitely better than PayPal, better than Zelle, you name it :) I love that when purchasing abroad you get to see both the foreign currency price and the dollar value + the exchange rate at the time of purchase, little details like that make this such a good app. however, we NEED a better web version please!!",,,,,,,,,2025-05-09T15:21:27,,,Positive,,,,,https://appfollow.io/gp/7439/review/6147431439?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6147431439,,,
2025-05-08T08:12:23+00:00,co.uk.getmondo,,,en,,Alasana Dibba,5,,very easy to use,,,,,,,,,2025-05-09T12:07:41,,,Positive,,,,,https://appfollow.io/gp/7439/review/6147026473?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6147026473,,,
2025-05-07T23:01:54+00:00,co.uk.getmondo,,,en,,SIVA RAJA,5,,good,,,,,,,,,2025-05-09T02:08:38,,,Positive,,,,,https://appfollow.io/gp/7439/review/6146575055?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6146575055,,,
2025-05-07T18:49:49+00:00,co.uk.getmondo,,,en,,Davide Palermo,1,,"Notifications about payments stopped working in November 2024. we are now in May 2025, and I still haven't received a solution",,,,,,,,,2025-05-08T22:03:59,,,Negative,,,,,https://appfollow.io/gp/7439/review/6146536186?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6146536186,,,
2025-05-07T17:52:09+00:00,co.uk.getmondo,,,en,,Eliana,5,,monzo is the best,,,,,,,,,2025-05-08T21:07:48,,,Positive,,,,,https://appfollow.io/gp/7439/review/6146519050?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6146519050,,,
2025-05-07T16:44:54+00:00,co.uk.getmondo,,,en,,Nathaniel Collier,5,,I would absolutely recommend using this banking app 10/10,,,,,,,,,2025-05-08T20:08:20,,,Positive,,,,,https://appfollow.io/gp/7439/review/6146507843?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6146507843,,,
2025-05-07T16:32:16+00:00,co.uk.getmondo,,,en,,Seamus Rice,5,,"Extremely useful for transferring money instantly to someone else, easy to navigate and multiple saving and investment pots.",,,,,,,,,2025-05-08T20:08:20,,,Positive,,,,,https://appfollow.io/gp/7439/review/6146507844?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6146507844,,,
2025-05-07T15:41:50+00:00,co.uk.getmondo,,,en,,Mathew Child,5,,so very easy to manage my accounts with having to deal with customer services,,,,,,,,,2025-05-08T19:07:42,,,Positive,,,,,https://appfollow.io/gp/7439/review/6146398830?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6146398830,,,
2025-05-07T15:13:55+00:00,co.uk.getmondo,,,en,,Thomas Vivian,5,,Most caring and always willing to go that extra mile for their clients. super happy that I bank with Monzo,,,,,,,,,2025-05-08T19:07:42,,,Positive,,,,,https://appfollow.io/gp/7439/review/6146398831?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6146398831,,,
2025-05-07T15:06:25+00:00,co.uk.getmondo,,,en,,David Lawless,5,,excellent online banking and always help available for anything you need. I highly recommend Monzo. just hope they branch out into Ireland for my family and friends,,,,,,,,,2025-05-08T18:08:17,,,Positive,,,,,https://appfollow.io/gp/7439/review/6146388930?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6146388930,,,
2025-05-07T11:14:33+00:00,co.uk.getmondo,,,en,,Sarah •-•,1,,Poor!!! the app will not accept referral links! I've tried everything! Is this a way to stop the person referring from getting the rewards?,,,,,,,,,2025-05-08T15:07:58,,,Negative,,,,,https://appfollow.io/gp/7439/review/6146274098?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6146274098,,,
2025-05-06T16:16:12+00:00,co.uk.getmondo,,,en,,danielcrumpton,5,,"Good app, good bank.",,,,,,,,,2025-05-07T20:08:08,,,Positive,,,,,https://appfollow.io/gp/7439/review/6145765327?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6145765327,,,
2025-05-06T15:18:19+00:00,co.uk.getmondo,,,en,,Tariq Creary,4,,Beautiful,,,,,,,,,2025-05-07T19:08:27,,,Positive,,,,,https://appfollow.io/gp/7439/review/6145759633?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6145759633,,,
2025-05-06T12:27:32+00:00,co.uk.getmondo,,,en,,Edward Lawson,5,,not bad. yes 😇,,,,,,,,,2025-05-07T16:08:47,,,Neutral,,,,,https://appfollow.io/gp/7439/review/6145668468?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6145668468,,,
2025-05-06T03:45:37+00:00,co.uk.getmondo,,,en,,Doug Fuller,5,,good contact well trained staff. cheap banking,,,,,,,,,2025-05-07T07:04:16,,,Positive,,,,,https://appfollow.io/gp/7439/review/6145050474?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6145050474,,,
2025-05-05T23:55:00+00:00,co.uk.getmondo,,,en,,LeAnn Hensley,5,,I am truly satisfied with Monzo I think it's great just like cash app,,,,,,,,,2025-05-07T03:08:39,,,Positive,,,,,https://appfollow.io/gp/7439/review/6144925516?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6144925516,,,
2025-05-05T23:35:54+00:00,co.uk.getmondo,,,en,,Paul A,4,,good,,,,,,,,,2025-05-07T03:08:39,,,Positive,,,,,https://appfollow.io/gp/7439/review/6144925517?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6144925517,,,
2025-05-05T22:26:52+00:00,co.uk.getmondo,,,en,,Karin Colman,3,,"Exactly what needed to request money. However, I spent ages trying to find request links I've created. The help page shows this: ""How do I manage payment links and invoices I’ve created? In the app: Head to the ‘Get paid’ tab. You’ll see all the payment links that are due or already paid, ..."" The only problem is: There's nowhere a 'Get paid' link to find. And nothing to find anywhere within the app, so no option to manage created links.",,,,,,,,,2025-05-07T02:09:22,,,Negative,,,,,https://appfollow.io/gp/7439/review/6144921893?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6144921893,,,
2025-05-05T20:41:48+00:00,co.uk.getmondo,,,en,,Alex,1,,app don't work keep loading after I confirm email,,,,,,,,,2025-05-07T00:02:55,,,Negative,,,,,https://appfollow.io/gp/7439/review/6144909302?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6144909302,,,
2025-05-05T18:07:33+00:00,co.uk.getmondo,,,en,,Harry Shorthouse,5,,very good,,,,,,,,,2025-05-06T21:20:08,,,Positive,,,,,https://appfollow.io/gp/7439/review/6144889326?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6144889326,,,
2025-05-05T08:04:00+00:00,co.uk.getmondo,,,en,,『Non-English Speaker』,3,,Do you have any plans to make this available in Moldova?,,,,,,,,,2025-05-06T11:07:30,,,Neutral,,,,,https://appfollow.io/gp/7439/review/6144649467?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6144649467,,,
2025-05-05T04:17:52+00:00,co.uk.getmondo,,,en,,Kaylee Prince,5,,love this online bank it's my new favorite,,,,,,,,,2025-05-06T08:20:00,,,Positive,,,,,https://appfollow.io/gp/7439/review/6144476924?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6144476924,,,
2025-05-05T01:32:23+00:00,co.uk.getmondo,,,en,,sukhdev bahra,5,,Mongo bank account opening is very simple &very quick,,,,,,,,,2025-05-06T05:07:28,,,Positive,,,,,https://appfollow.io/gp/7439/review/6144321144?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6144321144,,,
2025-05-04T22:16:13+00:00,co.uk.getmondo,,,en,,Yahshua Shalom Ministry,4,,no issues,,,,,,,,,2025-05-06T02:06:57,,,Negative,,,,,https://appfollow.io/gp/7439/review/6144308687?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6144308687,,,
2025-05-04T10:53:36+00:00,co.uk.getmondo,,,en,,Ocean,1,,"monzo closed both my personal and business accounts for no apparent reason... currently reporting them to the FOS. would not recommend banking with them as this has caused detrimental ripples through my business, as a sole trader this is pretty catastrophic. Monzo throughout my interactions with their online staff as well have consistently been inconsistent with the information they have provided me, including what they would do. Very bad business ethics for and customer service for this reason",,,,,,,,,2025-05-05T14:08:36,,,Negative,,,,,https://appfollow.io/gp/7439/review/6144098678?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6144098678,,,
2025-05-04T09:09:10+00:00,co.uk.getmondo,,,en,,chukwuemeka obioha,5,,very good,,,,,,,,,2025-05-05T13:08:22,,,Positive,,,,,https://appfollow.io/gp/7439/review/6144090847?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6144090847,,,
2025-05-04T07:39:55+00:00,co.uk.getmondo,,,en,,Husn Husn,1,,"No doubt this app is good but I made an international transaction two weeks ago and they still don't get the payment and there is no option of getting the money back or cancel transaction, this is not good",,,,,,,,,2025-05-05T11:08:37,,,Mixed,,,,,https://appfollow.io/gp/7439/review/6144058578?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6144058578,,,
2025-05-03T22:06:10+00:00,co.uk.getmondo,,,en,,Krystal Alfred,5,,quick an easy an very inconvenient,,,,,,,,,2025-05-05T01:08:15,,,Positive,,,,,https://appfollow.io/gp/7439/review/6143802872?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6143802872,,,
2025-05-03T20:38:43+00:00,co.uk.getmondo,,,en,,Gary,5,,excellent app well done dev,,,,,,,,,2025-05-05T00:02:46,,,Positive,,,,,https://appfollow.io/gp/7439/review/6143792178?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6143792178,,,
2025-05-03T19:53:32+00:00,co.uk.getmondo,,,en,,Gemma McKendry,1,,app won't load up at all to allow me to sign up,,,,,,,,,2025-05-04T23:08:02,,,Negative,,,,,https://appfollow.io/gp/7439/review/6143773627?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6143773627,,,
2025-05-03T19:27:47+00:00,co.uk.getmondo,,,en,,James Palmer,2,,I am going round in circles and still now on day 3 of trying to get a current account set up for myself,,,,,,,,,2025-05-04T23:08:02,,,Negative,,,,,https://appfollow.io/gp/7439/review/6143773628?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6143773628,,,
2025-05-03T17:31:20+00:00,co.uk.getmondo,,,en,,Vitalii Gupal,5,,Good,,,,,,,,,2025-05-04T21:07:39,,,Positive,,,,,https://appfollow.io/gp/7439/review/6143753132?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6143753132,,,
2025-05-03T14:09:12+00:00,co.uk.getmondo,,,en,,Alexis Hughes,5,,"this is personal banking redefined - ringfence your vital payments against mistakes, know how much is going out (or in, sometimes) days before the event and send/request money from associates very smoothly! ♥️",,,,,,,,,2025-05-04T18:08:19,,,Positive,,,,,https://appfollow.io/gp/7439/review/6143734975?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6143734975,,,
2025-05-02T17:49:59+00:00,co.uk.getmondo,,,en,,Lee Marshall,3,,New to monza 2nd time of joining cancelled last time as I never received bank card waited over a month & re-ordered too.,,,,,,,,,2025-05-03T21:07:20,,,Negative,,,,,https://appfollow.io/gp/7439/review/6143241493?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6143241493,,,
2025-05-01T23:02:35+00:00,co.uk.getmondo,,,en,,Mustafa Beyaz,5,,Very happy with monzo,,,,,,,,,2025-05-03T02:07:52,,,Positive,,,,,https://appfollow.io/gp/7439/review/6141513250?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6141513250,,,
2025-05-01T21:58:01+00:00,co.uk.getmondo,,,en,,Jordan Moody,5,,100% reliable,,,,,,,,,2025-05-03T01:08:50,,,Positive,,,,,https://appfollow.io/gp/7439/review/6141509293?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6141509293,,,
2025-05-01T19:55:38+00:00,co.uk.getmondo,,,en,,Elizabeth Carlisle Morgan,5,,"So easy to use even for a 61 year old lady. I like tht I can see what I have at a glance and check on bills being paid or refunds or other monies going in. I would recommend anybody to use it, you won't be disappointed.",,,,,,,,,2025-05-02T23:07:52,,,Positive,,,,,https://appfollow.io/gp/7439/review/6141221585?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6141221585,,,
2025-05-01T19:07:25+00:00,co.uk.getmondo,,,en,,Тамара Пи,1,,Cannot open the account with e-visa. App doesn't have such option. No way to reach support,,,,,,,,,2025-05-02T23:07:53,,,Negative,,,,,https://appfollow.io/gp/7439/review/6141221589?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6141221589,,,
2025-05-01T18:40:48+00:00,co.uk.getmondo,,,en,,Georgina Osaa,1,,perfect 👌,,,,,,,,,2025-05-02T22:04:16,,,Positive,,,,,https://appfollow.io/gp/7439/review/6141142772?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6141142772,,,
2025-05-01T18:32:55+00:00,co.uk.getmondo,,,en,,Rom Romi,5,,love it.,,,,,,,,,2025-05-02T22:04:16,,,Positive,,,,,https://appfollow.io/gp/7439/review/6141142773?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6141142773,,,
2025-05-01T17:57:16+00:00,co.uk.getmondo,,,en,,MARCIA STONE,5,,Always been good for me,,,,,,,,,2025-05-02T21:07:05,,,Positive,,,,,https://appfollow.io/gp/7439/review/6141007692?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6141007692,,,
2025-05-01T17:22:36+00:00,co.uk.getmondo,,,en,,Lynne Geen,5,,"I love this bank account, I get my wages a day early!",,,,,,,,,2025-05-02T21:07:05,,,Positive,,,,,https://appfollow.io/gp/7439/review/6141007693?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6141007693,,,
2025-05-01T16:29:57+00:00,co.uk.getmondo,,,en,,Jane Davey,5,,brilliant,,,,,,,,,2025-05-02T20:08:31,,,Positive,,,,,https://appfollow.io/gp/7439/review/6140873076?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6140873076,,,
2025-05-01T16:28:23+00:00,co.uk.getmondo,,,en,,Paul Campbell,5,,"Simply the best banking app, full stop.",,,,,,,,,2025-05-02T20:08:31,,,Positive,,,,,https://appfollow.io/gp/7439/review/6140873077?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6140873077,,,
2025-05-01T16:17:14+00:00,co.uk.getmondo,,,en,,jamie emery,5,,excellent never had any issues been card holder now for 2yrs,,,,,,,,,2025-05-02T20:08:31,,,Positive,,,,,https://appfollow.io/gp/7439/review/6140873078?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6140873078,,,
2025-05-01T16:12:38+00:00,co.uk.getmondo,,,en,,Bhavin Pujara,5,,excellent app. user friendly,,,,,,,,,2025-05-02T20:08:31,,,Positive,,,,,https://appfollow.io/gp/7439/review/6140873079?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6140873079,,,
2025-05-01T15:36:55+00:00,co.uk.getmondo,,,en,,Terry Chittenden,5,,simple and exceptionally efficient,,,,,,,,,2025-05-02T19:08:18,,,Positive,,,,,https://appfollow.io/gp/7439/review/6140682736?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6140682736,,,
2025-05-01T14:52:48+00:00,co.uk.getmondo,,,en,,Kevin,2,,"great bank but customer service is absolutely shocking..over an hour on hold and no answer, tried speaking to someone via chat and all you get is a bot who doesn't understand what you want, and when you are able to message someone, it takes days to get a reply..",,,,,,,,,2025-05-02T18:08:36,,,Mixed,,,,,https://appfollow.io/gp/7439/review/6140612156?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6140612156,,,
2025-05-01T07:19:03+00:00,co.uk.getmondo,,,en,,Nazarii Shymanskyi,5,,5 stars after reaching out to the Monzo support team who helped resolving an issue with payment.,,,,,,,,,2025-05-02T10:22:26,,,Positive,,,,,https://appfollow.io/gp/7439/review/6139981666?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6139981666,,,
2025-04-30T22:59:22+00:00,co.uk.getmondo,,,en,,Rose Tershall,5,,I have issue with my account pin 📌,,,,,,,,,2025-05-02T02:07:18,,,Negative,,,,,https://appfollow.io/gp/7439/review/6139597222?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6139597222,,,
2025-04-30T22:31:16+00:00,co.uk.getmondo,,,en,,Dj Hughes,5,,Monzo is so good thx Monzo,,,,,,,,,2025-05-02T02:07:18,,,Positive,,,,,https://appfollow.io/gp/7439/review/6139597223?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6139597223,,,
2025-04-30T17:53:12+00:00,co.uk.getmondo,,,en,,Andrew Johnston,5,,what a bank,,,,,,,,,2025-05-01T21:08:23,,,Neutral,,,,,https://appfollow.io/gp/7439/review/6139155095?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6139155095,,,
2025-04-30T16:10:26+00:00,co.uk.getmondo,,,en,,Phyllis Mangana,5,,good,,,,,,,,,2025-05-01T20:07:34,,,Positive,,,,,https://appfollow.io/gp/7439/review/6139008557?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6139008557,,,
2025-04-30T15:46:49+00:00,co.uk.getmondo,,,en,,Owais Mir,5,,Excellent online banking and great little perks.,,,,,,,,,2025-05-01T19:07:46,,,Positive,,,,,https://appfollow.io/gp/7439/review/6138968738?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6138968738,,,
2025-04-30T15:46:28+00:00,co.uk.getmondo,,,en,,Mark White,5,,fantastic service from you,,,,,,,,,2025-05-01T19:07:46,,,Positive,,,,,https://appfollow.io/gp/7439/review/6138968739?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6138968739,,,
2025-04-30T15:35:28+00:00,co.uk.getmondo,,,en,,John Wood,5,,"At last, a bank account that is up with the times!",,,,,,,,,2025-05-01T19:07:46,,,Positive,,,,,https://appfollow.io/gp/7439/review/6138968740?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6138968740,,,
2025-04-30T15:06:34+00:00,co.uk.getmondo,,,en,,ashley hulme,1,,app not working cannot get past the overdraft screen please fix,,,,,,,,,2025-05-01T19:07:46,,,Negative,,,,,https://appfollow.io/gp/7439/review/6138968741?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6138968741,,,
2025-04-30T15:01:07+00:00,co.uk.getmondo,,,en,,Sandra Beronio Court,5,,life saver,,,,,,,,,2025-05-01T18:07:54,,,Positive,,,,,https://appfollow.io/gp/7439/review/6138897629?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6138897629,,,
2025-04-30T13:07:30+00:00,co.uk.getmondo,,,en,,TomtheMagician21,5,,"Very good app but this is also a bug report, idk how to report bugs but when you request money without specifying a value it automatically sets it to £1.00",,,,,,,,,2025-05-01T17:08:10,,,Mixed,,,,,https://appfollow.io/gp/7439/review/6138774087?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6138774087,,,
2025-04-30T12:05:09+00:00,co.uk.getmondo,,,en,,Jules F-J,5,,"Excellent app, always does exactly what I need and offers a lot more. Really helpful with setting saving strategies. Great customer support. Immediate access to documents when needed. Fun and engaging to use.",,,,,,,,,2025-05-01T15:08:43,,,Positive,,,,,https://appfollow.io/gp/7439/review/6137856513?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6137856513,,,
2025-04-30T11:17:03+00:00,co.uk.getmondo,,,en,,Yvonne Cole,4,,very practical.,,,,,,,,,2025-05-01T15:08:43,,,Positive,,,,,https://appfollow.io/gp/7439/review/6137856514?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6137856514,,,
2025-04-30T09:19:22+00:00,co.uk.getmondo,,,en,,sharib islam,5,,great app,,,,,,,,,2025-05-01T14:35:48,,,Positive,,,,,https://appfollow.io/gp/7439/review/6137030057?s=global5,https://watch.appfollow.io/apps/my-first-workspace/reviews/1747942?review_id=6137030057,,,
