"review_date","review_year","review_month","review_week","date_id"
"2016-05-18 19:29:34+00:00","2016","5","20","73"
"2016-05-19 11:53:24+00:00","2016","5","20","74"
"2016-05-21 20:26:30+00:00","2016","5","20","75"
"2016-05-22 10:44:32+00:00","2016","5","20","76"
"2016-05-23 13:11:06+00:00","2016","5","21","77"
"2016-05-25 06:23:00+00:00","2016","5","21","78"
"2016-05-25 10:31:56+00:00","2016","5","21","79"
"2016-05-25 10:34:15+00:00","2016","5","21","80"
"2016-05-25 10:45:04+00:00","2016","5","21","81"
"2016-05-25 10:56:59+00:00","2016","5","21","82"
"2016-05-25 10:59:35+00:00","2016","5","21","83"
"2016-05-25 11:00:33+00:00","2016","5","21","84"
"2016-05-25 11:06:28+00:00","2016","5","21","85"
"2016-05-25 11:26:28+00:00","2016","5","21","86"
"2016-05-25 11:27:58+00:00","2016","5","21","87"
"2016-05-25 11:41:28+00:00","2016","5","21","88"
"2016-05-25 11:51:43+00:00","2016","5","21","89"
"2016-05-25 12:04:04+00:00","2016","5","21","90"
"2016-05-25 12:23:23+00:00","2016","5","21","91"
"2016-05-25 12:24:25+00:00","2016","5","21","92"
"2016-05-25 12:25:04+00:00","2016","5","21","93"
"2016-05-25 13:10:54+00:00","2016","5","21","94"
"2016-05-25 13:27:42+00:00","2016","5","21","95"
"2016-05-25 13:42:32+00:00","2016","5","21","96"
"2016-05-25 13:46:52+00:00","2016","5","21","97"
"2016-05-25 15:14:18+00:00","2016","5","21","98"
"2016-05-25 15:34:52+00:00","2016","5","21","99"
"2016-05-25 20:25:29+00:00","2016","5","21","100"
"2016-05-25 20:38:46+00:00","2016","5","21","101"
"2016-05-25 22:05:14+00:00","2016","5","21","102"
"2016-05-25 22:28:54+00:00","2016","5","21","103"
"2016-05-26 03:42:59+00:00","2016","5","21","104"
"2016-05-26 05:55:51+00:00","2016","5","21","105"
"2016-05-26 07:16:25+00:00","2016","5","21","106"
"2016-05-26 09:39:53+00:00","2016","5","21","107"
"2016-05-27 09:16:40+00:00","2016","5","21","108"
"2016-05-27 09:43:47+00:00","2016","5","21","109"
"2016-05-27 09:53:40+00:00","2016","5","21","110"
"2016-05-28 18:33:06+00:00","2016","5","21","111"
"2016-05-29 00:58:23+00:00","2016","5","21","112"
"2016-05-31 16:32:52+00:00","2016","5","22","113"
"2016-05-31 19:50:12+00:00","2016","5","22","114"
"2016-06-03 03:38:38+00:00","2016","6","22","115"
"2016-06-03 11:49:41+00:00","2016","6","22","116"
"2016-06-04 15:35:13+00:00","2016","6","22","117"
"2016-06-07 15:56:40+00:00","2016","6","23","118"
"2016-06-07 17:50:56+00:00","2016","6","23","119"
"2016-06-08 07:03:20+00:00","2016","6","23","120"
"2016-06-08 09:18:40+00:00","2016","6","23","121"
"2016-06-08 17:53:55+00:00","2016","6","23","122"
"2016-06-10 08:58:02+00:00","2016","6","23","123"
"2016-06-10 09:54:39+00:00","2016","6","23","124"
"2016-06-10 19:43:41+00:00","2016","6","23","125"
"2016-06-11 20:29:30+00:00","2016","6","23","126"
"2016-06-13 16:09:35+00:00","2016","6","24","127"
"2016-06-14 00:54:18+00:00","2016","6","24","128"
"2016-06-14 21:10:52+00:00","2016","6","24","129"
"2016-06-17 11:03:53+00:00","2016","6","24","130"
"2016-06-21 17:30:59+00:00","2016","6","25","131"
"2016-06-21 21:50:31+00:00","2016","6","25","132"
"2016-06-22 00:24:52+00:00","2016","6","25","133"
"2016-06-24 11:15:48+00:00","2016","6","25","134"
"2016-06-25 07:22:43+00:00","2016","6","25","135"
"2016-06-27 15:38:31+00:00","2016","6","26","136"
"2016-06-27 21:35:33+00:00","2016","6","26","137"
"2016-06-28 05:50:49+00:00","2016","6","26","138"
"2016-06-28 06:22:06+00:00","2016","6","26","139"
"2016-06-28 17:23:10+00:00","2016","6","26","140"
"2016-06-29 07:02:55+00:00","2016","6","26","141"
"2016-06-29 10:18:23+00:00","2016","6","26","142"
"2016-06-30 13:15:43+00:00","2016","6","26","143"
"2016-07-01 17:34:06+00:00","2016","7","26","144"
"2016-07-01 19:12:02+00:00","2016","7","26","145"
"2016-07-01 21:26:19+00:00","2016","7","26","146"
"2016-07-02 10:53:31+00:00","2016","7","26","147"
"2016-07-02 16:47:51+00:00","2016","7","26","148"
"2016-07-02 18:43:06+00:00","2016","7","26","149"
"2016-07-05 08:39:41+00:00","2016","7","27","150"
"2016-07-05 09:14:50+00:00","2016","7","27","151"
"2016-07-08 21:21:21+00:00","2016","7","27","152"
"2016-07-09 15:37:43+00:00","2016","7","27","153"
"2016-07-12 17:34:32+00:00","2016","7","28","154"
"2016-07-13 07:26:46+00:00","2016","7","28","155"
"2016-07-13 22:45:45+00:00","2016","7","28","156"
"2016-07-14 20:26:47+00:00","2016","7","28","157"
"2016-07-15 17:58:20+00:00","2016","7","28","158"
"2016-07-17 13:29:53+00:00","2016","7","28","159"
"2016-07-17 20:25:35+00:00","2016","7","28","160"
"2016-07-19 03:01:09+00:00","2016","7","29","161"
"2016-07-21 14:33:47+00:00","2016","7","29","162"
"2016-07-23 13:42:36+00:00","2016","7","29","163"
"2016-07-26 17:48:54+00:00","2016","7","30","164"
"2016-07-26 18:41:30+00:00","2016","7","30","165"
"2016-07-27 06:53:05+00:00","2016","7","30","166"
"2016-07-27 21:56:35+00:00","2016","7","30","167"
"2016-07-29 16:39:28+00:00","2016","7","30","168"
"2016-07-30 11:18:44+00:00","2016","7","30","169"
"2016-07-30 17:56:59+00:00","2016","7","30","170"
"2016-08-02 21:32:12+00:00","2016","8","31","171"
"2016-08-03 05:33:04+00:00","2016","8","31","172"
"2016-08-05 20:07:48+00:00","2016","8","31","173"
"2016-08-07 19:17:55+00:00","2016","8","31","174"
"2016-08-08 06:58:10+00:00","2016","8","32","175"
"2016-08-08 12:40:18+00:00","2016","8","32","176"
"2016-08-09 20:57:27+00:00","2016","8","32","177"
"2016-08-10 10:06:00+00:00","2016","8","32","178"
"2016-08-10 10:12:23+00:00","2016","8","32","179"
"2016-08-10 12:41:48+00:00","2016","8","32","180"
"2016-08-11 15:09:42+00:00","2016","8","32","181"
"2016-08-11 23:36:31+00:00","2016","8","32","182"
"2016-08-14 19:00:34+00:00","2016","8","32","183"
"2016-08-16 06:16:44+00:00","2016","8","33","184"
"2016-08-16 18:31:13+00:00","2016","8","33","185"
"2016-08-18 06:36:51+00:00","2016","8","33","186"
"2016-08-19 17:28:43+00:00","2016","8","33","187"
"2016-08-22 19:32:00+00:00","2016","8","34","188"
"2016-08-23 12:54:01+00:00","2016","8","34","189"
"2016-08-23 18:58:58+00:00","2016","8","34","190"
"2016-08-24 09:34:55+00:00","2016","8","34","191"
"2016-08-24 11:11:19+00:00","2016","8","34","192"
"2016-08-25 04:39:11+00:00","2016","8","34","193"
"2016-08-25 15:04:54+00:00","2016","8","34","194"
"2016-08-25 19:59:27+00:00","2016","8","34","195"
"2016-08-25 20:20:09+00:00","2016","8","34","196"
"2016-08-25 20:42:44+00:00","2016","8","34","197"
"2016-08-25 20:58:16+00:00","2016","8","34","198"
"2016-08-26 06:58:41+00:00","2016","8","34","199"
"2016-08-26 07:19:23+00:00","2016","8","34","200"
"2016-08-26 09:05:36+00:00","2016","8","34","201"
"2016-08-26 22:25:36+00:00","2016","8","34","202"
"2016-08-27 00:43:20+00:00","2016","8","34","203"
"2016-08-29 22:32:26+00:00","2016","8","35","204"
"2016-08-30 17:58:35+00:00","2016","8","35","205"
"2016-09-03 17:58:35+00:00","2016","9","35","206"
"2016-09-04 05:50:23+00:00","2016","9","35","207"
"2016-09-09 17:17:26+00:00","2016","9","36","208"
"2016-09-11 23:56:04+00:00","2016","9","36","209"
"2016-09-12 10:02:50+00:00","2016","9","37","210"
"2016-09-12 18:15:31+00:00","2016","9","37","211"
"2016-09-12 20:06:00+00:00","2016","9","37","212"
"2016-09-12 22:47:17+00:00","2016","9","37","213"
"2016-09-13 08:27:18+00:00","2016","9","37","214"
"2016-09-13 09:43:00+00:00","2016","9","37","215"
"2016-09-14 01:52:30+00:00","2016","9","37","216"
"2016-09-14 12:36:47+00:00","2016","9","37","217"
"2016-09-15 07:30:02+00:00","2016","9","37","218"
"2016-09-15 09:06:40+00:00","2016","9","37","219"
"2016-09-15 11:00:27+00:00","2016","9","37","220"
"2016-09-15 17:45:13+00:00","2016","9","37","221"
"2016-09-18 17:01:17+00:00","2016","9","37","222"
"2016-09-19 08:23:06+00:00","2016","9","38","223"
"2016-09-19 19:18:28+00:00","2016","9","38","224"
"2016-09-20 23:29:56+00:00","2016","9","38","225"
"2016-09-22 06:31:22+00:00","2016","9","38","226"
"2016-09-22 09:27:55+00:00","2016","9","38","227"
"2016-09-22 21:39:39+00:00","2016","9","38","228"
"2016-09-23 10:35:15+00:00","2016","9","38","229"
"2016-09-25 16:14:56+00:00","2016","9","38","230"
"2016-09-26 00:04:03+00:00","2016","9","39","231"
"2016-09-26 09:48:00+00:00","2016","9","39","232"
"2016-09-26 17:23:30+00:00","2016","9","39","233"
"2016-09-26 18:49:53+00:00","2016","9","39","234"
"2016-09-27 15:56:52+00:00","2016","9","39","235"
"2016-09-27 17:44:22+00:00","2016","9","39","236"
"2016-09-29 10:43:30+00:00","2016","9","39","237"
"2016-09-29 11:31:39+00:00","2016","9","39","238"
"2016-09-29 11:45:32+00:00","2016","9","39","239"
"2016-09-29 11:50:36+00:00","2016","9","39","240"
"2016-09-29 11:53:08+00:00","2016","9","39","241"
"2016-09-29 12:07:58+00:00","2016","9","39","242"
"2016-09-29 12:17:44+00:00","2016","9","39","243"
"2016-09-29 12:18:58+00:00","2016","9","39","244"
"2016-09-29 12:20:18+00:00","2016","9","39","245"
"2016-09-29 12:35:19+00:00","2016","9","39","246"
"2016-09-29 12:36:01+00:00","2016","9","39","247"
"2016-09-29 12:38:18+00:00","2016","9","39","248"
"2016-09-29 12:40:35+00:00","2016","9","39","249"
"2016-09-29 12:44:44+00:00","2016","9","39","250"
"2016-09-29 12:57:18+00:00","2016","9","39","251"
"2016-09-29 13:41:19+00:00","2016","9","39","252"
"2016-09-29 14:07:25+00:00","2016","9","39","253"
"2016-09-29 14:34:17+00:00","2016","9","39","254"
"2016-09-29 14:37:58+00:00","2016","9","39","255"
"2016-09-29 14:40:13+00:00","2016","9","39","256"
"2016-09-29 14:41:41+00:00","2016","9","39","257"
"2016-09-29 14:47:26+00:00","2016","9","39","258"
"2016-09-29 15:00:14+00:00","2016","9","39","259"
"2016-09-29 15:34:10+00:00","2016","9","39","260"
"2016-09-29 16:18:08+00:00","2016","9","39","261"
"2016-09-29 16:23:01+00:00","2016","9","39","262"
"2016-09-29 16:58:31+00:00","2016","9","39","263"
"2016-09-29 20:43:13+00:00","2016","9","39","264"
"2016-09-29 21:58:14+00:00","2016","9","39","265"
"2016-09-29 23:29:28+00:00","2016","9","39","266"
"2016-09-30 06:40:59+00:00","2016","9","39","267"
"2016-09-30 08:46:07+00:00","2016","9","39","268"
"2016-09-30 13:02:01+00:00","2016","9","39","269"
"2016-09-30 16:22:50+00:00","2016","9","39","270"
"2016-09-30 19:54:52+00:00","2016","9","39","271"
"2016-09-30 22:17:19+00:00","2016","9","39","272"
"2016-09-30 23:30:47+00:00","2016","9","39","273"
"2016-10-01 07:59:49+00:00","2016","10","39","274"
"2016-10-01 10:52:15+00:00","2016","10","39","275"
"2016-10-01 11:26:56+00:00","2016","10","39","276"
"2016-10-01 12:27:37+00:00","2016","10","39","277"
"2016-10-01 16:47:13+00:00","2016","10","39","278"
"2016-10-01 17:34:57+00:00","2016","10","39","279"
"2016-10-01 17:36:42+00:00","2016","10","39","280"
"2016-10-01 18:06:21+00:00","2016","10","39","281"
"2016-10-02 09:41:13+00:00","2016","10","39","282"
"2016-10-02 09:52:37+00:00","2016","10","39","283"
"2016-10-02 10:53:20+00:00","2016","10","39","284"
"2016-10-02 14:11:03+00:00","2016","10","39","285"
"2016-10-02 17:50:12+00:00","2016","10","39","286"
"2016-10-02 18:07:25+00:00","2016","10","39","287"
"2016-10-02 18:25:40+00:00","2016","10","39","288"
"2016-10-02 18:38:25+00:00","2016","10","39","289"
"2016-10-02 19:21:27+00:00","2016","10","39","290"
"2016-10-02 19:40:41+00:00","2016","10","39","291"
"2016-10-03 06:44:16+00:00","2016","10","40","292"
"2016-10-03 11:33:12+00:00","2016","10","40","293"
"2016-10-03 12:25:30+00:00","2016","10","40","294"
"2016-10-03 13:39:36+00:00","2016","10","40","295"
"2016-10-03 16:53:38+00:00","2016","10","40","296"
"2016-10-03 20:43:19+00:00","2016","10","40","297"
"2016-10-04 09:07:46+00:00","2016","10","40","298"
"2016-10-04 09:42:54+00:00","2016","10","40","299"
"2016-10-05 00:33:01+00:00","2016","10","40","300"
"2016-10-05 07:52:58+00:00","2016","10","40","301"
"2016-10-05 12:58:55+00:00","2016","10","40","302"
"2016-10-05 14:46:28+00:00","2016","10","40","303"
"2016-10-05 15:12:47+00:00","2016","10","40","304"
"2016-10-05 20:26:36+00:00","2016","10","40","305"
"2016-10-05 22:38:50+00:00","2016","10","40","306"
"2016-10-06 11:04:32+00:00","2016","10","40","307"
"2016-10-06 12:08:15+00:00","2016","10","40","308"
"2016-10-06 12:39:13+00:00","2016","10","40","309"
"2016-10-06 19:44:55+00:00","2016","10","40","310"
"2016-10-07 12:56:08+00:00","2016","10","40","311"
"2016-10-08 08:18:26+00:00","2016","10","40","312"
"2016-10-08 14:08:32+00:00","2016","10","40","313"
"2016-10-08 15:48:12+00:00","2016","10","40","314"
"2016-10-09 08:40:34+00:00","2016","10","40","315"
"2016-10-09 15:03:22+00:00","2016","10","40","316"
"2016-10-09 19:59:03+00:00","2016","10","40","317"
"2016-10-10 05:22:57+00:00","2016","10","41","318"
"2016-10-10 13:51:14+00:00","2016","10","41","319"
"2016-10-10 15:13:05+00:00","2016","10","41","320"
"2016-10-10 18:18:01+00:00","2016","10","41","321"
"2016-10-10 18:31:11+00:00","2016","10","41","322"
"2016-10-10 18:37:17+00:00","2016","10","41","323"
"2016-10-10 21:57:31+00:00","2016","10","41","324"
"2016-10-10 22:58:12+00:00","2016","10","41","325"
"2016-10-10 22:59:43+00:00","2016","10","41","326"
"2016-10-10 23:01:21+00:00","2016","10","41","327"
"2016-10-11 05:55:18+00:00","2016","10","41","328"
"2016-10-11 17:03:18+00:00","2016","10","41","329"
"2016-10-11 18:43:24+00:00","2016","10","41","330"
"2016-10-11 22:38:16+00:00","2016","10","41","331"
"2016-10-12 09:28:17+00:00","2016","10","41","332"
"2016-10-12 13:01:38+00:00","2016","10","41","333"
"2016-10-12 20:21:39+00:00","2016","10","41","334"
"2016-10-12 21:14:36+00:00","2016","10","41","335"
"2016-10-13 07:10:18+00:00","2016","10","41","336"
"2016-10-13 07:59:33+00:00","2016","10","41","337"
"2016-10-13 08:31:29+00:00","2016","10","41","338"
"2016-10-13 09:30:47+00:00","2016","10","41","339"
"2016-10-13 09:50:45+00:00","2016","10","41","340"
"2016-10-13 15:48:51+00:00","2016","10","41","341"
"2016-10-13 20:50:06+00:00","2016","10","41","342"
"2016-10-13 20:57:57+00:00","2016","10","41","343"
"2016-10-13 22:31:25+00:00","2016","10","41","344"
"2016-10-14 01:22:44+00:00","2016","10","41","345"
"2016-10-14 05:29:05+00:00","2016","10","41","346"
"2016-10-14 07:31:18+00:00","2016","10","41","347"
"2016-10-14 16:39:59+00:00","2016","10","41","348"
"2016-10-14 16:41:51+00:00","2016","10","41","349"
"2016-10-15 23:26:13+00:00","2016","10","41","350"
"2016-10-16 15:37:40+00:00","2016","10","41","351"
"2016-10-16 15:38:16+00:00","2016","10","41","352"
"2016-10-16 18:50:10+00:00","2016","10","41","353"
"2016-10-16 22:28:32+00:00","2016","10","41","354"
"2016-10-16 23:02:05+00:00","2016","10","41","355"
"2016-10-17 09:58:44+00:00","2016","10","42","356"
"2016-10-17 20:45:59+00:00","2016","10","42","357"
"2016-10-17 22:39:07+00:00","2016","10","42","358"
"2016-10-18 15:15:45+00:00","2016","10","42","359"
"2016-10-19 10:26:11+00:00","2016","10","42","360"
"2016-10-20 12:32:20+00:00","2016","10","42","361"
"2016-10-20 14:24:45+00:00","2016","10","42","362"
"2016-10-21 08:01:33+00:00","2016","10","42","363"
"2016-10-21 10:10:46+00:00","2016","10","42","364"
"2016-10-21 12:50:14+00:00","2016","10","42","365"
"2016-10-21 13:38:47+00:00","2016","10","42","366"
"2016-10-21 21:06:24+00:00","2016","10","42","367"
"2016-10-22 07:33:27+00:00","2016","10","42","368"
"2016-10-22 10:39:18+00:00","2016","10","42","369"
"2016-10-22 11:59:59+00:00","2016","10","42","370"
"2016-10-23 08:38:24+00:00","2016","10","42","371"
"2016-10-23 22:31:14+00:00","2016","10","42","372"
"2016-10-24 11:52:26+00:00","2016","10","43","373"
"2016-10-24 22:49:44+00:00","2016","10","43","374"
"2016-10-25 14:02:13+00:00","2016","10","43","375"
"2016-10-26 11:13:53+00:00","2016","10","43","376"
"2016-10-26 13:45:31+00:00","2016","10","43","377"
"2016-10-26 22:21:50+00:00","2016","10","43","378"
"2016-10-27 00:48:23+00:00","2016","10","43","379"
"2016-10-27 21:15:07+00:00","2016","10","43","380"
"2016-10-27 21:21:03+00:00","2016","10","43","381"
"2016-10-27 23:01:25+00:00","2016","10","43","382"
"2016-10-28 00:35:18+00:00","2016","10","43","383"
"2016-10-28 06:10:05+00:00","2016","10","43","384"
"2016-10-28 10:47:10+00:00","2016","10","43","385"
"2016-10-28 11:32:14+00:00","2016","10","43","386"
"2016-10-28 14:53:00+00:00","2016","10","43","387"
"2016-10-28 14:58:25+00:00","2016","10","43","388"
"2016-10-29 07:27:46+00:00","2016","10","43","389"
"2016-10-29 13:52:14+00:00","2016","10","43","390"
"2016-10-29 14:31:06+00:00","2016","10","43","391"
"2016-10-29 15:07:24+00:00","2016","10","43","392"
"2016-10-29 19:55:07+00:00","2016","10","43","393"
"2016-10-29 20:06:17+00:00","2016","10","43","394"
"2016-10-29 21:59:44+00:00","2016","10","43","395"
"2016-10-29 23:33:50+00:00","2016","10","43","396"
"2016-10-30 00:11:04+00:00","2016","10","43","397"
"2016-10-30 11:26:44+00:00","2016","10","43","398"
"2016-10-30 16:37:17+00:00","2016","10","43","399"
"2016-10-30 21:55:16+00:00","2016","10","43","400"
"2016-10-30 21:58:27+00:00","2016","10","43","401"
"2016-10-31 03:27:32+00:00","2016","10","44","402"
"2016-11-01 14:38:33+00:00","2016","11","44","403"
"2016-11-02 09:40:10+00:00","2016","11","44","404"
"2016-11-02 09:53:08+00:00","2016","11","44","405"
"2016-11-02 13:29:50+00:00","2016","11","44","406"
"2016-11-02 19:03:56+00:00","2016","11","44","407"
"2016-11-04 12:14:55+00:00","2016","11","44","408"
"2016-11-04 13:37:30+00:00","2016","11","44","409"
"2016-11-05 06:29:31+00:00","2016","11","44","410"
"2016-11-05 09:24:11+00:00","2016","11","44","411"
"2016-11-05 21:46:39+00:00","2016","11","44","412"
"2016-11-06 16:54:56+00:00","2016","11","44","413"
"2016-11-06 21:15:12+00:00","2016","11","44","414"
"2016-11-06 22:35:29+00:00","2016","11","44","415"
"2016-11-07 11:50:44+00:00","2016","11","45","416"
"2016-11-07 11:53:00+00:00","2016","11","45","417"
"2016-11-07 19:43:25+00:00","2016","11","45","418"
"2016-11-07 23:37:40+00:00","2016","11","45","419"
"2016-11-08 15:23:36+00:00","2016","11","45","420"
"2016-11-08 16:26:14+00:00","2016","11","45","421"
"2016-11-08 19:41:13+00:00","2016","11","45","422"
"2016-11-09 08:28:12+00:00","2016","11","45","423"
"2016-11-09 10:51:35+00:00","2016","11","45","424"
"2016-11-09 23:32:19+00:00","2016","11","45","425"
"2016-11-10 00:14:51+00:00","2016","11","45","426"
"2016-11-10 16:20:08+00:00","2016","11","45","427"
"2016-11-10 23:17:41+00:00","2016","11","45","428"
"2016-11-12 01:56:57+00:00","2016","11","45","429"
"2016-11-12 09:49:49+00:00","2016","11","45","430"
"2016-11-12 17:25:04+00:00","2016","11","45","431"
"2016-11-12 18:09:08+00:00","2016","11","45","432"
"2016-11-13 10:42:36+00:00","2016","11","45","433"
"2016-11-13 18:13:05+00:00","2016","11","45","434"
"2016-11-14 11:43:11+00:00","2016","11","46","435"
"2016-11-14 12:03:36+00:00","2016","11","46","436"
"2016-11-14 12:32:12+00:00","2016","11","46","437"
"2016-11-14 13:22:58+00:00","2016","11","46","438"
"2016-11-14 14:13:24+00:00","2016","11","46","439"
"2016-11-14 17:26:42+00:00","2016","11","46","440"
"2016-11-14 18:36:08+00:00","2016","11","46","441"
"2016-11-14 22:30:05+00:00","2016","11","46","442"
"2016-11-14 22:34:36+00:00","2016","11","46","443"
"2016-11-15 00:52:40+00:00","2016","11","46","444"
"2016-11-15 07:31:36+00:00","2016","11","46","445"
"2016-11-15 07:49:45+00:00","2016","11","46","446"
"2016-11-15 08:06:30+00:00","2016","11","46","447"
"2016-11-15 09:00:44+00:00","2016","11","46","448"
"2016-11-15 11:22:37+00:00","2016","11","46","449"
"2016-11-15 11:41:29+00:00","2016","11","46","450"
"2016-11-15 16:00:57+00:00","2016","11","46","451"
"2016-11-15 23:30:16+00:00","2016","11","46","452"
"2016-11-16 10:01:06+00:00","2016","11","46","453"
"2016-11-17 10:02:53+00:00","2016","11","46","454"
"2016-11-17 20:33:31+00:00","2016","11","46","455"
"2016-11-17 22:27:11+00:00","2016","11","46","456"
"2016-11-17 22:49:51+00:00","2016","11","46","457"
"2016-11-18 05:16:20+00:00","2016","11","46","458"
"2016-11-18 10:17:04+00:00","2016","11","46","459"
"2016-11-18 11:56:32+00:00","2016","11","46","460"
"2016-11-19 10:23:19+00:00","2016","11","46","461"
"2016-11-19 10:57:21+00:00","2016","11","46","462"
"2016-11-19 21:05:10+00:00","2016","11","46","463"
"2016-11-20 11:56:20+00:00","2016","11","46","464"
"2016-11-21 01:12:06+00:00","2016","11","47","465"
"2016-11-21 20:30:54+00:00","2016","11","47","466"
"2016-11-22 01:45:51+00:00","2016","11","47","467"
"2016-11-22 14:51:40+00:00","2016","11","47","468"
"2016-11-22 16:47:16+00:00","2016","11","47","469"
"2016-11-23 11:52:19+00:00","2016","11","47","470"
"2016-11-24 08:32:21+00:00","2016","11","47","471"
"2016-11-24 20:35:38+00:00","2016","11","47","472"
"2016-11-24 22:38:29+00:00","2016","11","47","473"
"2016-11-25 08:56:08+00:00","2016","11","47","474"
"2016-11-25 14:51:28+00:00","2016","11","47","475"
"2016-11-25 15:09:08+00:00","2016","11","47","476"
"2016-11-26 12:25:01+00:00","2016","11","47","477"
"2016-11-26 12:25:02+00:00","2016","11","47","478"
"2016-11-26 14:15:13+00:00","2016","11","47","479"
"2016-11-26 16:46:48+00:00","2016","11","47","480"
"2016-11-26 20:15:50+00:00","2016","11","47","481"
"2016-11-28 11:02:52+00:00","2016","11","48","482"
"2016-11-29 15:12:08+00:00","2016","11","48","483"
"2016-11-29 15:40:19+00:00","2016","11","48","484"
"2016-11-30 17:52:02+00:00","2016","11","48","485"
"2016-11-30 23:37:54+00:00","2016","11","48","486"
"2016-12-01 00:24:49+00:00","2016","12","48","487"
"2016-12-02 12:35:40+00:00","2016","12","48","488"
"2016-12-02 15:46:03+00:00","2016","12","48","489"
"2016-12-03 00:53:43+00:00","2016","12","48","490"
"2016-12-04 17:47:21+00:00","2016","12","48","491"
"2016-12-05 10:32:09+00:00","2016","12","49","492"
"2016-12-06 13:03:32+00:00","2016","12","49","493"
"2016-12-06 13:45:54+00:00","2016","12","49","494"
"2016-12-06 14:37:09+00:00","2016","12","49","495"
"2016-12-06 15:41:06+00:00","2016","12","49","496"
"2016-12-06 15:52:04+00:00","2016","12","49","497"
"2016-12-06 16:21:20+00:00","2016","12","49","498"
